id,company,vertical,source_url,contact_name,contact_channel,contact_url,lead_score_1_to_3,workflow_wedge,why_good_fit,artifact_type,artifact_url_or_path,top_insight_1,top_insight_2,top_insight_3,outreach_status,date_contacted,followup_date,response_status,real_data_offered,willingness_to_pay,beta_interest,install_status,first_workflow_status,repeat_workflow,next_action,notes
1,,,,,,,,,,,,,,,,,,,,,,,,,,
